scaffold,start,end,mid,sites,pi_VDESAC,pi_VDESAM,pi_VJACAC,pi_VJACAM,pi_VJACAN,dxy_VDESAC_VDESAM,dxy_VDESAC_VJACAC,dxy_VDESAC_VJACAM,dxy_VDESAC_VJACAN,dxy_VDESAM_VJACAC,dxy_VDESAM_VJACAM,dxy_VDESAM_VJACAN,dxy_VJACAC_VJACAM,dxy_VJACAC_VJACAN,dxy_VJACAM_VJACAN,Fst_VDESAC_VDESAM,Fst_VDESAC_VJACAC,Fst_VDESAC_VJACAM,Fst_VDESAC_VJACAN,Fst_VDESAM_VJACAC,Fst_VDESAM_VJACAM,Fst_VDESAM_VJACAN,Fst_VJACAC_VJACAM,Fst_VJACAC_VJACAN,Fst_VJACAM_VJACAN
NW_019211456.1,800001,850000,829604,13154,0.0009,0.0005,0.0013,0.0005,0.0004,0.0008,0.0049,0.0046,0.0046,0.0047,0.0044,0.0044,0.001,0.001,0.0005,0.0589,0.6282,0.736,0.6047,0.6746,0.7908,0.6804,0.0596,0.0422,0.0678
NW_019211456.1,820001,870000,843283,14171,0.0011,0.0007,0.0013,0.0006,0.0006,0.001,0.0055,0.0053,0.0053,0.0053,0.0051,0.0051,0.0011,0.0012,0.0007,0.0846,0.6298,0.7104,0.5692,0.6804,0.7674,0.6439,0.0619,0.0382,0.0585
NW_019211456.1,840001,890000,865249,13857,0.0015,0.0007,0.0011,0.0006,0.0005,0.0013,0.0045,0.0044,0.0042,0.0044,0.0043,0.0041,0.001,0.001,0.0008,0.1036,0.5569,0.6095,0.4276,0.6573,0.7337,0.5838,0.0762,0.0269,0.1168
NW_019211456.1,860001,910000,886335,14702,0.0014,0.0005,0.0011,0.0006,0.0004,0.0012,0.0046,0.0046,0.0044,0.0046,0.0045,0.0043,0.001,0.0009,0.0007,0.1106,0.5759,0.6186,0.4524,0.7029,0.7778,0.6762,0.0829,0.0414,0.1254
NW_019211456.1,880001,930000,905538,15626,0.0014,0.0005,0.0009,0.0007,0.0003,0.0011,0.0051,0.0051,0.005,0.005,0.005,0.005,0.001,0.0009,0.0007,0.0954,0.6398,0.6519,0.5178,0.7588,0.7959,0.7353,0.1175,0.0744,0.1241
NW_019211456.1,900001,950000,925945,16699,0.0014,0.0008,0.0008,0.0007,0.0002,0.0014,0.0052,0.0053,0.0053,0.0054,0.0055,0.0055,0.001,0.0008,0.0006,0.1112,0.6525,0.656,0.5269,0.7375,0.7475,0.6435,0.11,0.0785,0.1097
NW_019211456.1,920001,970000,943932,17268,0.0017,0.0009,0.0008,0.0007,0.0004,0.0015,0.0062,0.0063,0.0064,0.0063,0.0064,0.0065,0.0009,0.0008,0.0007,0.0985,0.6799,0.6712,0.528,0.7706,0.7733,0.6608,0.0779,0.0706,0.0782
NW_019211456.1,940001,990000,964794,16126,0.0018,0.0008,0.0008,0.0007,0.0004,0.0016,0.0058,0.0059,0.0059,0.0058,0.0058,0.0058,0.0009,0.0008,0.0007,0.1011,0.6404,0.6312,0.4742,0.754,0.7626,0.6455,0.0788,0.0637,0.0842
NW_019211456.1,960001,1010000,985427,15851,0.0019,0.0005,0.0009,0.0007,0.0005,0.0015,0.0057,0.0058,0.0058,0.0054,0.0056,0.0055,0.001,0.0009,0.0007,0.105,0.6163,0.6205,0.4558,0.7666,0.8048,0.7194,0.099,0.0616,0.0835
NW_019211456.1,980001,1030000,1005992,16250,0.0021,0.001,0.0012,0.0007,0.0005,0.0019,0.0059,0.0059,0.0058,0.0058,0.0058,0.0057,0.0012,0.0012,0.0007,0.1126,0.571,0.6022,0.4321,0.6834,0.7365,0.5974,0.0982,0.0619,0.0686
NW_019211456.1,1000001,1050000,1025126,16507,0.0022,0.0012,0.0013,0.0006,0.0004,0.0021,0.0059,0.0059,0.0058,0.0057,0.0057,0.0056,0.0013,0.0012,0.0006,0.1016,0.5476,0.5918,0.419,0.6393,0.6974,0.5359,0.1174,0.0731,0.0933
NW_019211456.1,1020001,1070000,1045327,16053,0.0021,0.0013,0.0011,0.0007,0.0005,0.0021,0.006,0.0061,0.0061,0.0058,0.0059,0.0059,0.0012,0.0012,0.0008,0.0882,0.5825,0.6032,0.4423,0.6514,0.677,0.5199,0.1075,0.0743,0.0895
NW_019211456.1,1040001,1090000,1063890,16868,0.0019,0.001,0.0015,0.001,0.0008,0.0017,0.0059,0.0059,0.006,0.0057,0.0057,0.0059,0.0016,0.0015,0.0012,0.0935,0.5491,0.5896,0.4478,0.6443,0.7013,0.5843,0.0998,0.0624,0.1107
NW_019211456.1,1060001,1110000,1086686,16675,0.0019,0.0008,0.0016,0.0014,0.0009,0.0017,0.0062,0.0062,0.0063,0.0063,0.0062,0.0064,0.0019,0.0015,0.0017,0.1152,0.5661,0.5773,0.4681,0.6785,0.7077,0.6423,0.1095,0.0488,0.1401
NW_019211456.1,1080001,1130000,1104909,17293,0.0017,0.0007,0.0014,0.0014,0.0006,0.0015,0.0062,0.0063,0.0062,0.0062,0.0063,0.0062,0.0018,0.0013,0.0016,0.1133,0.5997,0.6033,0.5013,0.7105,0.7316,0.6895,0.1089,0.0417,0.158
NW_019211456.1,1100001,1150000,1124295,16054,0.0016,0.0005,0.0012,0.001,0.0003,0.0013,0.0056,0.0057,0.0056,0.0055,0.0056,0.0055,0.0013,0.0011,0.001,0.1152,0.5975,0.6194,0.4977,0.7294,0.7804,0.7472,0.0876,0.0607,0.1534
NW_019211456.1,1120001,1170000,1143921,15832,0.0017,0.0006,0.0014,0.0011,0.0004,0.0014,0.0058,0.0059,0.0059,0.0057,0.0059,0.0059,0.0015,0.0013,0.0011,0.1188,0.5781,0.609,0.5051,0.7001,0.7539,0.724,0.0819,0.0767,0.1167
NW_019211456.1,1140001,1190000,1163270,14374,0.0017,0.0006,0.0015,0.0011,0.0007,0.0015,0.0057,0.0059,0.0059,0.0056,0.0057,0.0058,0.0015,0.0016,0.0011,0.1371,0.5602,0.6084,0.4864,0.679,0.7539,0.6986,0.0741,0.08,0.0656
NW_019211456.1,1160001,1210000,1185485,13756,0.0018,0.0006,0.0012,0.0008,0.0008,0.0017,0.0063,0.0064,0.0064,0.0062,0.0064,0.0064,0.0012,0.0013,0.001,0.1863,0.6237,0.6507,0.4847,0.7567,0.8115,0.7159,0.1011,0.0765,0.0922
NW_019211456.1,1180001,1230000,1207550,14840,0.002,0.0004,0.0011,0.0007,0.0007,0.0019,0.0068,0.0069,0.0068,0.0069,0.007,0.0068,0.001,0.0012,0.0009,0.2174,0.6306,0.6512,0.4708,0.7923,0.8529,0.7723,0.0626,0.0571,0.0835
NW_019211456.1,1200001,1250000,1223941,16073,0.0017,0.0003,0.001,0.0004,0.0006,0.0016,0.0051,0.0051,0.0052,0.0052,0.0052,0.0053,0.0008,0.0012,0.0008,0.2345,0.5838,0.63,0.4406,0.7749,0.8766,0.7967,0.072,0.0812,0.2037
NW_019211456.1,1220001,1270000,1245126,16112,0.0019,0.0003,0.0012,0.0006,0.0007,0.0018,0.0051,0.0052,0.0052,0.0051,0.0052,0.0051,0.0011,0.0013,0.0011,0.2536,0.5423,0.5859,0.3975,0.7416,0.8417,0.7564,0.1131,0.0701,0.2127
NW_019211456.1,1240001,1290000,1265246,16101,0.0019,0.0003,0.0011,0.0007,0.0007,0.0018,0.0046,0.0048,0.0044,0.0045,0.0047,0.0043,0.0013,0.0012,0.0012,0.2497,0.5083,0.5401,0.3527,0.7209,0.8048,0.724,0.1543,0.061,0.212
NW_019211456.1,1260001,1310000,1285056,16412,0.002,0.0004,0.001,0.0007,0.0004,0.0019,0.0048,0.0049,0.0045,0.0048,0.005,0.0045,0.0012,0.0009,0.0009,0.2341,0.5294,0.5471,0.3575,0.7493,0.8164,0.7382,0.1506,0.0424,0.1823
NW_019211456.1,1280001,1330000,1304777,16654,0.0017,0.0003,0.0009,0.0006,0.0003,0.0014,0.0043,0.0044,0.0041,0.0042,0.0043,0.004,0.0011,0.0008,0.001,0.1945,0.5418,0.5584,0.3863,0.7441,0.8116,0.7631,0.1573,0.0523,0.2428
NW_019211456.1,1300001,1350000,1325721,16936,0.0019,0.0004,0.001,0.0007,0.0004,0.0017,0.0051,0.0052,0.0051,0.005,0.0052,0.005,0.0012,0.0011,0.001,0.2164,0.5676,0.584,0.4194,0.7613,0.8215,0.7718,0.1588,0.0908,0.2008
NW_019211456.1,1320001,1370000,1344656,16640,0.0018,0.0004,0.0011,0.0007,0.0004,0.0018,0.0054,0.0055,0.0055,0.0057,0.0058,0.0057,0.0012,0.0013,0.0009,0.2576,0.5827,0.6148,0.4582,0.7598,0.8314,0.7751,0.1343,0.1076,0.1583
NW_019211456.1,1340001,1390000,1364914,17032,0.0019,0.0004,0.0012,0.0006,0.0004,0.0019,0.0061,0.0062,0.0064,0.0063,0.0063,0.0065,0.0012,0.0014,0.0008,0.2413,0.6057,0.6379,0.4839,0.7711,0.8422,0.7819,0.1202,0.1161,0.1651
NW_019211456.1,1360001,1410000,1384666,16183,0.0021,0.0004,0.0011,0.0005,0.0004,0.0021,0.0059,0.0059,0.0061,0.0062,0.0062,0.0064,0.001,0.0013,0.001,0.2667,0.5858,0.618,0.4447,0.7849,0.865,0.7922,0.1089,0.1161,0.2909
NW_019211456.1,1380001,1430000,1404701,16595,0.0022,0.0004,0.0013,0.0007,0.0006,0.0021,0.0059,0.0059,0.006,0.0061,0.0061,0.0063,0.0012,0.0015,0.0012,0.2421,0.5483,0.586,0.4218,0.752,0.8435,0.7845,0.0962,0.1002,0.2503
NW_019211456.1,1400001,1450000,1425388,16329,0.0028,0.0004,0.0016,0.0008,0.0007,0.0024,0.0067,0.0067,0.0067,0.0065,0.0066,0.0066,0.0015,0.0018,0.0015,0.2102,0.5157,0.5581,0.3825,0.7264,0.8356,0.7717,0.0983,0.0918,0.2599
NW_019211456.1,1420001,1470000,1445465,16536,0.0029,0.0004,0.0018,0.001,0.0008,0.0024,0.0072,0.0074,0.0074,0.0069,0.007,0.007,0.0018,0.0019,0.0014,0.1887,0.5147,0.5562,0.3906,0.724,0.8303,0.7928,0.1043,0.0817,0.1591
NW_019211456.1,1440001,1490000,1463594,15403,0.0026,0.0005,0.002,0.0011,0.0008,0.0024,0.0078,0.008,0.0078,0.0078,0.008,0.0078,0.002,0.0019,0.0012,0.2285,0.5493,0.601,0.44,0.7212,0.8197,0.7699,0.0993,0.0628,0.0897
NW_019211456.1,1460001,1510000,1485095,14963,0.0023,0.0005,0.0016,0.0011,0.0008,0.0021,0.0066,0.0067,0.0065,0.0062,0.0063,0.0062,0.0017,0.0016,0.0012,0.202,0.5456,0.5742,0.4179,0.7138,0.7909,0.74,0.0951,0.0531,0.0849
NW_019211456.1,1480001,1530000,1505925,15255,0.0023,0.0004,0.0016,0.001,0.0008,0.002,0.0066,0.0066,0.0067,0.0062,0.0062,0.0063,0.0016,0.0016,0.0011,0.206,0.5537,0.5923,0.4358,0.7215,0.8161,0.7711,0.0884,0.0667,0.0956
NW_019211456.1,1500001,1550000,1525346,16214,0.002,0.0003,0.0015,0.001,0.0008,0.0016,0.0053,0.0052,0.0055,0.0049,0.0049,0.0051,0.0014,0.0016,0.0013,0.1723,0.5147,0.5457,0.4135,0.6921,0.785,0.7631,0.0645,0.0838,0.1369
NW_019211456.1,1520001,1570000,1546542,17750,0.0018,0.0003,0.0013,0.0009,0.0007,0.0015,0.0053,0.0052,0.0054,0.0051,0.005,0.0052,0.0013,0.0014,0.0013,0.193,0.5495,0.5713,0.4395,0.7247,0.8027,0.7878,0.0672,0.0689,0.1668
NW_019211456.1,1540001,1590000,1565256,18793,0.0017,0.0004,0.0012,0.0009,0.0005,0.0015,0.0054,0.0053,0.0054,0.0054,0.0053,0.0054,0.0012,0.0011,0.0009,0.219,0.5818,0.5966,0.4683,0.7397,0.798,0.7737,0.0601,0.0543,0.0892
NW_019211456.1,1560001,1610000,1584466,18078,0.0017,0.0004,0.0013,0.001,0.0006,0.0016,0.0056,0.0057,0.0055,0.0055,0.0057,0.0055,0.0014,0.0012,0.001,0.2186,0.5804,0.6018,0.4634,0.7356,0.7904,0.7536,0.0943,0.0483,0.0683
NW_019211456.1,1580001,1630000,1603437,16180,0.0017,0.0004,0.0014,0.001,0.0009,0.0017,0.0056,0.0058,0.0057,0.0058,0.006,0.006,0.0015,0.0014,0.0013,0.2341,0.5758,0.613,0.4636,0.727,0.7941,0.7272,0.0933,0.0469,0.0986
NW_019211456.1,1600001,1650000,1624649,15484,0.0016,0.0004,0.0014,0.0009,0.0011,0.0017,0.0049,0.005,0.0052,0.0051,0.0052,0.0054,0.0014,0.0016,0.0015,0.2631,0.5282,0.5794,0.4212,0.7049,0.795,0.7178,0.0929,0.0555,0.1493
NW_019211456.1,1620001,1670000,1644825,15450,0.0019,0.0004,0.0011,0.0009,0.0008,0.0018,0.0053,0.0055,0.0055,0.0054,0.0056,0.0055,0.0012,0.0013,0.0011,0.2397,0.5663,0.5813,0.4249,0.7476,0.7974,0.7307,0.0941,0.0611,0.0976
NW_019211456.1,1640001,1690000,1663318,14438,0.0018,0.0005,0.0013,0.001,0.0008,0.0016,0.006,0.0061,0.006,0.006,0.0062,0.006,0.0014,0.0014,0.0011,0.1911,0.5915,0.6159,0.4658,0.7388,0.793,0.7263,0.0801,0.0616,0.0743
NW_019211456.1,1660001,1710000,1686362,14892,0.0016,0.0005,0.0013,0.0008,0.0007,0.0015,0.0066,0.0067,0.0066,0.0067,0.0068,0.0067,0.0013,0.0013,0.0009,0.1632,0.6368,0.6784,0.5228,0.7604,0.8294,0.7506,0.0988,0.0603,0.0639
NW_019211456.1,1680001,1730000,1705997,16389,0.0012,0.0003,0.0009,0.0005,0.0006,0.001,0.0049,0.0049,0.0049,0.005,0.0049,0.005,0.0009,0.0009,0.0006,0.1582,0.652,0.6953,0.5346,0.7738,0.8475,0.7648,0.085,0.0334,0.0451
NW_019211456.1,1700001,1750000,1724723,16786,0.0014,0.0004,0.0009,0.0005,0.0006,0.0013,0.0051,0.0052,0.0051,0.0053,0.0055,0.0053,0.0009,0.0008,0.0007,0.2117,0.6385,0.6822,0.4994,0.7855,0.8587,0.7675,0.088,0.0204,0.1061
NW_019211456.1,1720001,1770000,1745315,16796,0.0013,0.0003,0.001,0.0005,0.0006,0.0012,0.0047,0.0048,0.0047,0.0049,0.005,0.0049,0.001,0.0009,0.0008,0.1982,0.6093,0.6696,0.4915,0.7529,0.841,0.7495,0.0987,0.0313,0.1491
NW_019211456.1,1740001,1790000,1763730,16040,0.0015,0.0003,0.0011,0.0006,0.0007,0.0014,0.005,0.005,0.005,0.0051,0.0052,0.0052,0.0011,0.0011,0.001,0.2213,0.5998,0.6393,0.4676,0.7607,0.836,0.759,0.0935,0.0444,0.1287
NW_019211456.1,1760001,1810000,1784712,15027,0.0013,0.0003,0.0007,0.0005,0.0005,0.0013,0.0044,0.0044,0.0043,0.0045,0.0045,0.0044,0.0007,0.0007,0.0007,0.2439,0.6263,0.637,0.4611,0.7971,0.8465,0.7739,0.0904,0.0348,0.1191
NW_019211456.1,1780001,1830000,1805802,14973,0.0014,0.0004,0.0006,0.0004,0.0002,0.0015,0.0043,0.0044,0.0042,0.0046,0.0046,0.0044,0.0007,0.0005,0.0005,0.2622,0.6246,0.6313,0.4464,0.8047,0.8473,0.7604,0.1089,0.0163,0.161
NW_019211456.1,1800001,1850000,1824449,14660,0.0014,0.0003,0.0008,0.0005,0.0003,0.0014,0.0041,0.0043,0.0041,0.0042,0.0044,0.0042,0.0008,0.0007,0.0006,0.2385,0.5902,0.6297,0.4502,0.7596,0.833,0.7509,0.1155,0.0338,0.1593
NW_019211456.1,1820001,1870000,1845269,14982,0.0019,0.0004,0.001,0.0006,0.0003,0.0016,0.0042,0.0044,0.0042,0.0041,0.0042,0.004,0.001,0.0009,0.0007,0.1766,0.5065,0.5396,0.3672,0.7021,0.7842,0.6971,0.1025,0.0575,0.1297
NW_019211456.1,1840001,1890000,1865860,15627,0.0019,0.0004,0.0012,0.0007,0.0005,0.0015,0.0047,0.0047,0.0046,0.0045,0.0045,0.0044,0.0012,0.0011,0.0008,0.1477,0.5102,0.5501,0.3865,0.6858,0.7778,0.7,0.0989,0.0558,0.0965
NW_019211456.1,1860001,1910000,1885273,15703,0.0017,0.0005,0.0013,0.0008,0.0006,0.0014,0.0056,0.0054,0.0056,0.0056,0.0054,0.0056,0.0012,0.0013,0.001,0.1325,0.5755,0.6115,0.4656,0.7185,0.7942,0.7251,0.0682,0.0599,0.1368
NW_019211456.1,1880001,1930000,1903941,15395,0.0015,0.0004,0.0013,0.0007,0.0007,0.0013,0.0055,0.0053,0.0054,0.0055,0.0054,0.0054,0.0012,0.0013,0.001,0.2027,0.5905,0.6516,0.4967,0.728,0.8303,0.7645,0.065,0.0503,0.1407
NW_019211456.1,1900001,1950000,1925722,15013,0.002,0.0004,0.0014,0.0009,0.0008,0.0019,0.0057,0.0058,0.0058,0.0058,0.0059,0.0058,0.0014,0.0015,0.0013,0.2444,0.5485,0.5846,0.4174,0.7305,0.8154,0.7471,0.0834,0.0656,0.1494
NW_019211456.1,1920001,1970000,1946443,16739,0.0021,0.0005,0.0012,0.0007,0.0005,0.002,0.0066,0.0067,0.0066,0.0068,0.007,0.0068,0.0012,0.0012,0.0008,0.2354,0.6058,0.6281,0.4643,0.7821,0.844,0.7831,0.0919,0.0649,0.0716
NW_019211456.1,1940001,1990000,1965096,18264,0.0021,0.0004,0.0011,0.0006,0.0004,0.0019,0.0056,0.0058,0.0059,0.006,0.0062,0.0062,0.0011,0.0011,0.0006,0.2271,0.5778,0.6033,0.4408,0.7841,0.852,0.7995,0.1185,0.0894,0.0687
NW_019211456.1,1960001,2010000,1985241,17988,0.0016,0.0003,0.0009,0.0006,0.0005,0.0014,0.0042,0.0043,0.0044,0.0045,0.0046,0.0047,0.001,0.0012,0.0006,0.2082,0.5519,0.5791,0.4178,0.7691,0.8419,0.7896,0.1326,0.1207,0.0432
NW_019211456.1,1980001,2030000,2004107,18003,0.0016,0.0003,0.0008,0.0004,0.0006,0.0014,0.0041,0.004,0.0041,0.0043,0.0042,0.0043,0.0008,0.0011,0.0006,0.2067,0.5618,0.5759,0.3914,0.7763,0.8469,0.7553,0.1107,0.1094,0.0749
NW_019211456.1,2000001,2050000,2025106,17905,0.0015,0.0003,0.001,0.0006,0.0006,0.0012,0.005,0.005,0.0051,0.0049,0.0049,0.005,0.001,0.0012,0.0006,0.1589,0.6039,0.6371,0.4781,0.7624,0.842,0.7825,0.1088,0.101,0.0458
NW_019211456.1,2020001,2070000,2044765,16896,0.0019,0.0003,0.001,0.0006,0.0003,0.0015,0.0063,0.0064,0.0064,0.0061,0.0061,0.0062,0.001,0.001,0.0004,0.163,0.6342,0.6586,0.5018,0.7931,0.8615,0.8207,0.0907,0.075,0.0103
NW_019211456.1,2040001,2090000,2064810,16501,0.0021,0.0004,0.0013,0.0007,0.0005,0.0018,0.007,0.0072,0.0073,0.0069,0.0071,0.0072,0.0013,0.0014,0.0009,0.1699,0.615,0.6498,0.4916,0.7762,0.8523,0.8009,0.1065,0.0858,0.1052
NW_019211456.1,2060001,2110000,2084395,16811,0.0021,0.0004,0.0012,0.0008,0.0006,0.0018,0.0068,0.0071,0.0073,0.0068,0.007,0.0072,0.0012,0.0014,0.001,0.1899,0.6232,0.6477,0.4977,0.7856,0.8462,0.799,0.1015,0.1017,0.1566
NW_019211456.1,2080001,2130000,2105495,16464,0.0019,0.0004,0.0012,0.0007,0.0006,0.0016,0.006,0.0062,0.0063,0.0059,0.0061,0.0062,0.0012,0.0014,0.0011,0.1906,0.5985,0.6329,0.4782,0.7638,0.8416,0.7925,0.1079,0.0946,0.1833
NW_019211456.1,2100001,2150000,2125959,17700,0.0017,0.0003,0.0011,0.0006,0.0006,0.0015,0.0055,0.0055,0.0056,0.0054,0.0055,0.0055,0.0011,0.0012,0.0009,0.2284,0.6029,0.6332,0.4733,0.7724,0.8491,0.7986,0.1277,0.0752,0.144
NW_019211456.1,2120001,2170000,2144084,17395,0.0019,0.0005,0.0011,0.0008,0.0007,0.0018,0.006,0.0061,0.0062,0.0062,0.0064,0.0064,0.0013,0.0012,0.0009,0.2232,0.5974,0.6152,0.4598,0.769,0.821,0.7564,0.1178,0.0685,0.0695
NW_019211456.1,2140001,2190000,2164742,17271,0.0026,0.0005,0.0014,0.001,0.0008,0.0024,0.0071,0.0073,0.0073,0.0073,0.0074,0.0074,0.0015,0.0014,0.0012,0.2155,0.5682,0.583,0.4179,0.7647,0.8222,0.7587,0.0962,0.0421,0.1012
NW_019211456.1,2160001,2210000,2184118,16219,0.0023,0.0003,0.0015,0.0009,0.0008,0.0019,0.0059,0.0062,0.0062,0.0058,0.006,0.006,0.0016,0.0015,0.0011,0.2045,0.5247,0.5704,0.4084,0.7245,0.8244,0.7801,0.1259,0.0661,0.1043
NW_019211456.1,2180001,2230000,2204345,15759,0.0024,0.0004,0.0014,0.0009,0.0008,0.0021,0.0061,0.0063,0.0063,0.0059,0.0062,0.0061,0.0015,0.0015,0.0011,0.1987,0.5257,0.5642,0.3964,0.7289,0.8201,0.76,0.1126,0.0682,0.1153
NW_019211456.1,2200001,2250000,2225957,15553,0.0027,0.0005,0.0014,0.0007,0.0006,0.0025,0.0066,0.0066,0.0066,0.0067,0.0067,0.0067,0.0013,0.0013,0.0009,0.2266,0.5379,0.5595,0.3845,0.7575,0.8406,0.7685,0.0787,0.0572,0.1265
NW_019211456.1,2220001,2270000,2245602,15874,0.0027,0.0005,0.0015,0.0009,0.0006,0.0023,0.0066,0.0067,0.0067,0.0066,0.0067,0.0067,0.0014,0.0015,0.001,0.2065,0.5295,0.5561,0.392,0.7407,0.8248,0.7682,0.0841,0.0723,0.1135
NW_019211456.1,2240001,2290000,2265255,17080,0.0019,0.0003,0.0015,0.0009,0.0007,0.0017,0.0055,0.0056,0.0056,0.0056,0.0057,0.0057,0.0015,0.0016,0.001,0.2058,0.5286,0.5854,0.4289,0.716,0.8226,0.778,0.1128,0.0783,0.0946
NW_019211456.1,2260001,2310000,2283656,16218,0.0015,0.0003,0.0015,0.0007,0.0007,0.0016,0.0053,0.0053,0.0053,0.0057,0.0057,0.0057,0.0014,0.0015,0.0009,0.2748,0.5563,0.6315,0.473,0.7229,0.8384,0.781,0.0991,0.0697,0.0652
NW_019211456.1,2280001,2330000,2305109,15456,0.0013,0.0003,0.0012,0.0005,0.0008,0.0015,0.0047,0.0047,0.005,0.0052,0.0052,0.0056,0.0011,0.0015,0.0009,0.3197,0.5792,0.6492,0.4879,0.7517,0.8593,0.7862,0.0934,0.0923,0.1362
NW_019211456.1,2300001,2350000,2325263,16294,0.0016,0.0003,0.0011,0.0007,0.0008,0.0016,0.0044,0.0046,0.0047,0.0047,0.0049,0.005,0.0011,0.0013,0.0011,0.3041,0.5446,0.5901,0.426,0.7462,0.8354,0.7779,0.1004,0.0747,0.1481
NW_019211456.1,2320001,2370000,2344832,16211,0.0018,0.0003,0.0011,0.0008,0.0009,0.0017,0.0044,0.0046,0.0045,0.0045,0.0047,0.0045,0.0013,0.0012,0.0013,0.2363,0.5032,0.5339,0.3553,0.7242,0.8022,0.7331,0.1126,0.0358,0.141
NW_019211456.1,2340001,2390000,2363016,15629,0.0022,0.0004,0.0014,0.0009,0.0011,0.002,0.005,0.0051,0.0051,0.005,0.0052,0.0052,0.0015,0.0015,0.0014,0.2332,0.4714,0.5178,0.3447,0.6897,0.7889,0.7049,0.1073,0.0408,0.1183
NW_019211456.1,2360001,2410000,2385703,14596,0.0022,0.0004,0.0014,0.0008,0.001,0.0021,0.0054,0.0055,0.0055,0.0056,0.0057,0.0057,0.0014,0.0015,0.0012,0.2513,0.5008,0.5493,0.3653,0.7192,0.8242,0.7353,0.108,0.0476,0.108
NW_019211456.1,2380001,2430000,2406217,16155,0.0023,0.0004,0.0014,0.0008,0.0008,0.0021,0.0062,0.0064,0.0062,0.0063,0.0065,0.0063,0.0015,0.0014,0.0009,0.2296,0.5515,0.5936,0.4073,0.7477,0.8387,0.7595,0.1329,0.0541,0.0786
NW_019211456.1,2400001,2450000,2424727,16067,0.002,0.0003,0.0013,0.0006,0.0005,0.0018,0.0061,0.0062,0.006,0.0062,0.0063,0.0061,0.0013,0.0012,0.0007,0.2323,0.5873,0.6345,0.4529,0.7666,0.8605,0.7969,0.1448,0.0587,0.0831
NW_019211456.1,2420001,2470000,2444728,15962,0.0024,0.0004,0.0016,0.0006,0.0008,0.0022,0.0065,0.0065,0.0066,0.0066,0.0067,0.0067,0.0016,0.0016,0.0008,0.2432,0.5345,0.6036,0.4165,0.7338,0.8636,0.7856,0.1401,0.06,0.0463
NW_019211456.1,2440001,2490000,2465590,16541,0.0022,0.0004,0.0017,0.0006,0.0008,0.0021,0.0064,0.0063,0.0065,0.0066,0.0065,0.0067,0.0015,0.0016,0.0009,0.2361,0.5371,0.6123,0.4327,0.7198,0.8525,0.7698,0.1128,0.0495,0.0945
NW_019211456.1,2460001,2510000,2483670,16127,0.0019,0.0004,0.0017,0.0006,0.0007,0.0019,0.0062,0.0063,0.0064,0.0065,0.0066,0.0067,0.0015,0.0016,0.0009,0.2408,0.5562,0.6485,0.4761,0.7173,0.8522,0.7723,0.1192,0.0632,0.1468
NW_019211456.1,2480001,2530000,2505233,15441,0.0025,0.0004,0.0016,0.0008,0.0009,0.0022,0.0076,0.0078,0.0076,0.0078,0.008,0.0078,0.0016,0.0016,0.0012,0.2206,0.5826,0.6306,0.4468,0.7679,0.8626,0.7953,0.1298,0.0501,0.1528
NW_019211456.1,2500001,2550000,2525131,15942,0.0025,0.0004,0.0012,0.0007,0.0006,0.0023,0.0068,0.007,0.0069,0.0069,0.0072,0.007,0.0013,0.0012,0.0009,0.2354,0.5796,0.6099,0.4234,0.7907,0.8689,0.8072,0.1426,0.0498,0.1391
NW_019211456.1,2520001,2570000,2545532,16164,0.0022,0.0004,0.0012,0.0007,0.0006,0.0021,0.0061,0.0063,0.006,0.0063,0.0065,0.0063,0.0013,0.0011,0.0009,0.2469,0.5738,0.5967,0.4156,0.7803,0.8483,0.7885,0.1374,0.048,0.1348
NW_019211456.1,2540001,2590000,2564813,16497,0.002,0.0003,0.0012,0.0008,0.0004,0.0019,0.0053,0.0057,0.0052,0.0055,0.0059,0.0054,0.0015,0.001,0.0011,0.2629,0.54,0.5824,0.409,0.7484,0.8304,0.7949,0.1581,0.0505,0.1892
NW_019211456.1,2560001,2610000,2585812,17254,0.0016,0.0002,0.0011,0.0008,0.0004,0.0014,0.0043,0.0045,0.0041,0.0042,0.0044,0.004,0.0013,0.001,0.0011,0.221,0.5175,0.5631,0.3957,0.7141,0.8082,0.7815,0.1466,0.0574,0.1957
NW_019211456.1,2580001,2630000,2605718,18338,0.0017,0.0003,0.0009,0.0006,0.0005,0.0016,0.0038,0.004,0.0039,0.0039,0.0041,0.0039,0.001,0.0009,0.0008,0.2529,0.5111,0.5458,0.362,0.7385,0.8221,0.7497,0.1377,0.057,0.1658
NW_019211456.1,2600001,2650000,2624679,18212,0.0018,0.0004,0.001,0.0006,0.0007,0.0018,0.0048,0.0049,0.0048,0.0051,0.0053,0.0051,0.0011,0.0011,0.0009,0.2761,0.5565,0.5961,0.407,0.7537,0.8309,0.7343,0.1275,0.0521,0.1621
NW_019211456.1,2620001,2670000,2643181,16851,0.0021,0.0005,0.0013,0.0006,0.0007,0.0022,0.0057,0.0057,0.0056,0.0061,0.0061,0.0061,0.0013,0.0012,0.001,0.2677,0.5445,0.5917,0.4074,0.7376,0.8288,0.7294,0.1155,0.0445,0.1759
